,Store Name,State,City,Address,Estimated Population,Per Capita Income,Malls,buyers count,potential location,Norm_Potential,Norm_Stores,Priority Index
351,"Zudio - Sai Pratap Complex, Gulbarga",Karnataka,Kalaburagi,"Sai Pratap Complex, No.19 & 20, Situated in Sy. No.71/3A of Balaji Nagar, old Jewargi Road, TQ. & Dist. Kalaburagi, Kalaburagi - 585102",533587,421858,1,266793.5,52.4,0.527162978,0.644444444,-0.117281467
352,ZUDIO - Mall of Mandya,Karnataka,Mandya,"Mandya Mandya / M C ROAD, Bandigowda Layout, Mandya - 571401",137358,421858,1,68679,15,0.150905433,0.644444444,-0.493539012
353,"ZUDIO ÃÂ¢ÃÂÃÂ NEXUS FIZA MALL, MANGALURU",Karnataka,Mangaluru,"Mangaladevi Temple Road, Pandeshwar, Mangaluru - 575001",488968,421858,1,244484,81,0.814889336,0.644444444,0.170444892
354,"ZUDIO - Excel Mischief mall, Mangaluru",Karnataka,Mangaluru,"K.S. Rao Road, Hampankatta, Mangaluru - 575001",488968,421858,1,244484,81,0.814889336,0.644444444,0.170444892
355,"ZUDIO ÃÂ¢ÃÂÃÂ MANIPAL, MANGALURU",Karnataka,Mangaluru,"AsifÃÂ¢ÃÂÃÂs Association, Near Hotel Attill, Manipal Udupi Road, Mangaluru - 576104",488968,421858,1,244484,81,0.814889336,0.644444444,0.170444892
356,"ZUDIO ÃÂ¢ÃÂÃÂ BALLAL CIRCLE, MYSURU",Karnataka,Mysore,"Ballal Circle, No-1131/2A, CH1&1131/2A, CH/1, Dr. Ambedkar Road, Chamaraja Mohalla, Mysore - 570022",893062,421858,1,446531,37.4,0.376257545,0.644444444,-0.268186899
357,"ZUDIO ÃÂ¢ÃÂÃÂ MANOMAY 55, MYSURU",Karnataka,Mysore,"Manomay 55,62 A, Gokulam Main Road, 3rd Block, JayaLaxmipuram, Mysore - 570012",893062,421858,1,446531,37.4,0.376257545,0.644444444,-0.268186899
358,"ZUDIO ÃÂ¢ÃÂÃÂ VIDYARANYAPURAM, MYSURU",Karnataka,Mysore,"55, Akkamahadevi Rd, Vidyaranyapura, Visveshwara Nagar, Mysore - 570008",893062,421858,1,446531,37.4,0.376257545,0.644444444,-0.268186899
359,"Zudio - RD Complex, Mysuru",Karnataka,Mysore,"RD Complex, Vijayanagar 1st Stage, Vijayanagar, Mysore - 570017",893062,421858,1,446531,37.4,0.376257545,0.644444444,-0.268186899
360,"ZUDIO - KILKILE HEIGHTS, RAICHUR",Karnataka,Raichur,"House No 1-10-37/1 O, Ground and First Floor 1-10-52 N, Station Road, Near Ram Mandir, Azad Nagar , Raichur - 584101 , Karnataka",893062,421858,1,446531,37.4,0.376257545,0.644444444,-0.268186899
361,"Zudio - Parekh Vinayaka Mall, Shivamogga",Karnataka,Shivamogga,"Khata No 92-299, PID No 826, Ward No 29, BH Road, Durgigudi, Shivamogga - 577201",322650,421858,1,161325,90.2,0.907444668,0.644444444,0.263000224
362,"ZUDIO ÃÂ¢ÃÂÃÂ KNS COMPLEX, TUMAKURU",Karnataka,Tumakuru,"Beside Croma, BH Road, Near 5th Main Road, Plot no- 58, BH Road, KNS Complex, Tumakuru - 572101",302143,421858,1,151071.5,86,0.865191147,0.644444444,0.220746702
363,"Zudio - K2 Towers, Udupi",Karnataka,Udupi,"K2 Towers, S. No. 74,4A1, Shivalli Village, Kadiyali Ward, Udupi - 576101",125406,421858,1,62703,43.8,0.440643863,0.644444444,-0.203800581
364,"Zudio - Parekh Construction, Vijaypura",Karnataka,Vijayapura(Bijapur),"Parekh construction, Sy.No.27/B,Plot No.62 to 73, Near Sajjan Hospital, Lingadgudi Road, Vijayapura(Bijapur) - 586101",125406,421858,1,62703,43.8,0.440643863,0.644444444,-0.203800581
365,"Zudio - Central Junction, Adoor",Kerala,Adoor,"1745, 1746, 1747/24 Near Gandhi Park, Central Junction Adoor, Adoor - 691523",29171,308000,1,14585.5,2.8,0.028169014,0.474074074,-0.44590506
366,"ZUDIO - Vaikath Enclave, Alappuzha",Kerala,Alappuzha,"Cullen Road, Vazhicherry Ward, Alappuzha - 688001",2127789,308000,1,1063894.5,73.6,0.740442656,0.474074074,0.266368582
367,"Zudio ÃÂ KCJ Enclave, Kanjirappally",Kerala,Kanjirappally,"Kumily Road, Opposite Rani Hospital, Kottayam , Kanjirapally - 686507",2127789,308000,1,1063894.5,73.6,0.740442656,0.474074074,0.266368582
368,"Zudio - Commercial Complex, Kannur",Kerala,Kannur,"Commercial Complex, Near Sunitha Furniture, Robertson Road, Thavakkara, Kannur - 670001",2523003,308000,1,1261501.5,2,0.020120724,0.474074074,-0.45395335
369,"ZUDIO ÃÂ¢ÃÂÃÂ PAYYANUR, KANNUR",Kerala,Kannur,"SP Mall, NH Bye Pass, Near KFC, Kannur - 670307",2523003,308000,1,1261501.5,2,0.020120724,0.474074074,-0.45395335
370,"ZUDIO - Petta Junction, Kochi",Kerala,Kochi,"Kochi / ALPZ Properties, Near Petta Junction, Thrippunithura, Kochi - 682317",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
371,"Zudio - Carnival Histreet Mall, Kochi",Kerala,Kochi,"Carnival High Street, Plot No. 206/2 to 5, National Highway 49, Irumpanam, Thrippunithra, Ernakulam, Kochi - 682301",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
372,"Zudio - Fridge House, Kochi",Kerala,Kochi,"Fridge House, Near Vinayaka Auditorium, Kaloor- Kadavanthra, Jawahar Nagar, Kochi - 682020",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
373,"Zudio - Willingdon 58, Thoppumpady",Kerala,Kochi,"Willingdon 58, Mattancherry Bridge Junction (Caspian Junction), Willingdon Island, Thoppumpady, Kochi - 682005",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
374,"ZUDIO ÃÂ¢ÃÂÃÂ Maria Arcade, Kochi",Kerala,Kochi,"Near Elamkunnapuzha Post Office, Munambam road, A S Purushothoman Road JN, Vyapin, Kochi - 682503",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
375,"ZUDIO - Prestige TMS Square Mall, Kochi",Kerala,Kochi,"NH-66, Byepass, Padivattom, Edapally, Kochi - 682024",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
376,"ZUDIO - Kakkanad, Kochi",Kerala,Kochi,"Esperanza, Chittethukara, Sea Airport Road, Kochi - 682037",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
377,"Zudio - Cheryl Hill Park, Kochi",Kerala,Kochi,"Cheryl Hill Park, Seaport Airport Road, Kakkanad, Kochi - 682021",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
378,"Zudio - Grand Mall, Kochi",Kerala,Kochi,"Ground Floor, Grand Mall Panvel, Kanyakumari Highway, Toll Junction, Edappally, Kochi - 682024",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
379,"Zudio - Edappally, Kochi",Kerala,Kochi,"Navin Sugathan Plot, NH544, Near Indian Oil Corporation Pump, Edapally, Kochi - 682024",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
380,"ZUDIO - Angamaly, Kochi",Kerala,Kochi,"Lilly Square, Opposite Sunny Silks, NH-544, Angamaly, Kochi - 863572",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
381,"Zudio - Sherman-Confident Tower, Kochi",Kerala,Kochi,"Sherman- Confident Tower, Beside Brindawan Hotel, Palarivattom, NH Bypass Road, Kochi - 682025",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
382,"ZUDIO - MG Road, Kochi",Kerala,Kochi,"Salpa Complex, Near Naturals Ice - cream, MG Road, Valanjambalam, Ernakulam, Kochi - 682016",677381,308000,1,338690.5,28.8,0.289738431,0.474074074,-0.184335643
383,"ZUDIO - Kollam, Kerala",Kerala,Kollam,"SV Talkies Estate, QS Road (Old NH 208), Kollam - 691004",2635375,308000,1,1317687.5,25.2,0.253521127,0.474074074,-0.220552947
384,"ZUDIO ÃÂ¢ÃÂÃÂ BLV EMPORIUM, KARUNGAPALLY",Kerala,Kollam,"Pada North, Pulliman Junction, Opp. Indian Oil Petrol Pump, Kollam, Kollam - 690518",2635375,308000,1,1317687.5,25.2,0.253521127,0.474074074,-0.220552947
385,"Zudio - White House Towers, Kondotty",Kerala,Kondotty,"White House Towers, Kondotty Bypass Road, Malappuram , Kondotty - 673638ÃÂ ",2635375,308000,1,1317687.5,25.2,0.253521127,0.474074074,-0.220552947
386,"Zudio - Palakkadan Square, Kothamangalam",Kerala,Kothamangalam,"Opp. Municipal Office, AM Road , Kothamangalam - 686691 , Kerala",2635375,308000,1,1317687.5,25.2,0.253521127,0.474074074,-0.220552947
387,"Zudio - AB Tower, Erattupetta",Kerala,Kottayam,"Near Sunrise Hospitals, Erattupetta Main Rd, Vadekkara, Kottayam, Kottayam - 686121",136812,308000,1,68406,87.4,0.879275654,0.474074074,0.40520158
388,"Zudio - The Hive Plaza, Kottayam",Kerala,Kottayam,"The Hive Plaza, MC Road, Kottayam - 686001",136812,308000,1,68406,87.4,0.879275654,0.474074074,0.40520158
389,"Zudio - Matteertha, Kottayam",Kerala,Kottayam,"Baker Junction, Kottayam - 686001",136812,308000,1,68406,87.4,0.879275654,0.474074074,0.40520158
390,"Zudio ÃÂ¢ÃÂÃÂ KCJ Enclave, Kanjirappally",Kerala,Kottayam,"Kumily Road, Opposite Rani Hospital, Kottayam, Kanjirapally - 686507",136812,308000,1,68406,87.4,0.879275654,0.474074074,0.40520158
391,"Zudio - Narayana Arcade, Kozhikode",Kerala,Kozhikode,"Narayana Arcade, Cheenadath, Kozhikode Juma Masjid, Pavangad, Kozhikode - 673021",2030519,308000,1,1015259.5,11.6,0.116700201,0.474074074,-0.357373873
392,"ZUDIO - Coronation Cinema, kozhikode",Kerala,kozhikode,"Coronation Theatre, Pavamani Road, kozhikode - 673004",817420,308000,1,408710,52.2,0.525150905,0.474074074,0.051076831
393,"Zudio - Nadapuram, Kozhikode",Kerala,kozhikode,"Opp. De Paris Bake & Restaurant, Near Post Office, Kallachi Road, Nadapuram, kozhikode - 673504",2030519,308000,1,1015259.5,11.6,0.116700201,0.474074074,-0.357373873
394,"Zudio - Mamco Tower, Thamarassery",Kerala,kozhikode,"Mamco Tower (Mamco Project LLP), kozhikode - 673573",2030519,308000,1,1015259.5,11.6,0.116700201,0.474074074,-0.357373873
395,"Zudio - HI Lite Mall, Kozhikode",Kerala,Kozhikode,"Thondayad Bypass, G A College PO, Kozhikode - 673014",2030519,308000,1,1015259.5,11.6,0.116700201,0.474074074,-0.357373873
396,"Zudio - Lulu Mall, Kozhikode",Kerala,Kozhikode,"1st Floor Lulu Mall, Mini Bypass Road, Mankave, Kozhikode - 673007",2030519,308000,1,1015259.5,11.6,0.116700201,0.474074074,-0.357373873
397,"Zudio - EK Road, Edappal",Kerala,Malappuram,"Sarada Arcade, Kozhikode Road, Near Style Union, Edappal, Malappuram - 679576",4112920,308000,1,2056460,52.2,0.525150905,0.474074074,0.051076831
398,"Zudio - Kizhakkethala Down Hill, Malappuram",Kerala,Malappuram,"Kizhakkethala, Down Hill, Opposite to Orchid Hospital, Malappuram - 676519",4112920,308000,1,2056460,52.2,0.525150905,0.474074074,0.051076831
399,"Zudio - Nannammukku, Malappuram",Kerala,Malappuram,"Mars Avenue, Kokkur PO, Malappuram - 679591",4112920,308000,1,2056460,52.2,0.525150905,0.474074074,0.051076831
400,"Zudio - CS Arcade, Vengara",Kerala,Malappuram,"Matil Bazar, Opposite Matil Juma Masjid, Sh-72 Highway, Malappuram - 676304",4112920,308000,1,2056460,52.2,0.525150905,0.474074074,0.051076831
401,"Zudio - Royal Mall, Malappuram",Kerala,Malappuram,"Royal Mall, Parappanangadi, Malappuram - 676303",4112920,308000,1,2056460,52.2,0.525150905,0.474074074,0.051076831
402,"Zudio - White House Towers, Kondotty",Kerala,Malappuram,"White House Towers, Kondotty Bypass Road, Malappuram, Kondotty - 673638",4112920,308000,1,2056460,52.2,0.525150905,0.474074074,0.051076831
403,"ZUDIO - Manayath Complex, Mannarkkad",Kerala,Mannarkkad,"Manayath Complex, Kodathippadi, Mannarkkad - 678762",34839,308000,1,17419.5,3.6,0.036217304,0.474074074,-0.43785677
404,"ZUDIO - College Road, Palakkad",Kerala,Palakkad,"Block No. 35, Ward No.2, Palakkad - 678001",2809934,308000,1,1404967,60.6,0.609657948,0.474074074,0.135583874
405,"Zudio - Bridge Tower, Palakkad",Kerala,Palakkad,"Bridge Tower, English Church Road, Palakkad - 678001",2809934,308000,1,1404967,60.6,0.609657948,0.474074074,0.135583874
406,"Zudio - Mall Of Garuda, Pattambi",Kerala,Palakkad,"Near Mall of Garuda, Kalpaka Street, Palakkad - 679306",2809934,308000,1,1404967,60.6,0.609657948,0.474074074,0.135583874
407,"Zudio ÃÂ¢ÃÂÃÂ Lulu Mall, Palakkad",Kerala,Palakkad,"Second Floor, Near Momo & Me, Kazhchaparambu, Kannadi I, Palakkad - 678701",2809934,308000,1,1404967,60.6,0.609657948,0.474074074,0.135583874
408,"ZUDIO - Palakkad - Ponnani Rd, Ottapalam",Kerala,Palakkad,"6, Palakkad - Ponnani Rd, opp. Semalk Hospital, Vinayaka Nagar, Kanniyampuram, Palakkad - 679104",2809934,308000,1,1404967,60.6,0.609657948,0.474074074,0.135583874
409,"ZUDIO - Perintalmanna, Kerala",Kerala,Perintalmanna,"Bypass Road, Opp. Bismi Hypermarket, Perintalmanna - 679322",49723,308000,1,24861.5,34,0.342052314,0.474074074,-0.13202176
410,"Zudio - SK Tower, Nellanad",Kerala,Thiruvananthapuram,"SK Tower, Near Kunnil Hypermarket, Venjaramoodu, Thiruvananthapuram - 695607",986000,308000,1,493000,0.2,0.002012072,0.474074074,-0.472062002
411,"Zudio - Malieckal Homes, Thiruvananthapuram",Kerala,Thiruvananthapuram,"Malieckal Homes, Thiruvananthapuram - 695017",986000,308000,1,493000,0.2,0.002012072,0.474074074,-0.472062002
412,"Zudio - M.G Road, Thiruvananthapuram",Kerala,Thiruvananthapuram,"Sree Ram Building, near Federal Bank, Statue, Thiruvananthapuram - 695001",986000,308000,1,493000,0.2,0.002012072,0.474074074,-0.472062002
413,"ZUDIO - MKP Square, Thiruvananthapuram",Kerala,Thiruvananthapuram,"Thulavila Karakkamandapam Nemom, Thiruvananthapuram - 695020",986000,308000,1,493000,0.2,0.002012072,0.474074074,-0.472062002
414,"Zudio - TK Complex, Koliyakode",Kerala,Thiruvananthapuram,"T K Complex, Santhigiri Post, Poolanthare, Pothencode, Thiruvananthapuram - 695589",986000,308000,1,493000,0.2,0.002012072,0.474074074,-0.472062002
415,"Zudio - P Madhavan Thampy Hall, Thiruvananthapuram",Kerala,Thiruvananthapuram,"P. Madhavan Thampy Hall, Kesvadaspuram, Thiruvananthapuram - 695004",986000,308000,1,493000,0.2,0.002012072,0.474074074,-0.472062002
416,"Zudio - Mall Of Travancore, Thiruvananthapuram",Kerala,Thiruvananthapuram,"Near International Airport, Chakkai, Thiruvananthapuram - 695024",986000,308000,1,493000,0.2,0.002012072,0.474074074,-0.472062002
417,"Zudio - Sadhu'S Tower, Thiruvananthapuram",Kerala,Thiruvananthapuram,"Shijina, Sadhu's Tower Near AJ Central School, Vetturoad, Kazhakkoottam, Thiruvananthapuram - 695582",986000,308000,1,493000,0.2,0.002012072,0.474074074,-0.472062002
418,"Zudio - Lulu Mall, Thiruvananthapuram",Kerala,Thiruvananthapuram,"FF., Store No. F15, 16, 17 & 18, Kazhakootam, Kovalam Bypass Road, Kochuveli, Thiruvananthapuram - 695029",986000,308000,1,493000,0.2,0.002012072,0.474074074,-0.472062002
419,"ZUDIO - Dream Mall, Thodupuzha",Kerala,Thodupuzha,"Rotary Junction, Thodupuzha - 685584",52045,308000,1,26022.5,27.2,0.273641851,0.474074074,-0.200432223
420,"Zudio - Mullassery Tower, Thrissur",Kerala,Thrissur,"Mullassery Tower, Kuruppam Road, Thrissur - 680001",315957,308000,1,157978.5,74.4,0.748490946,0.474074074,0.274416872
421,"Zudio - Silver Line, Chavakkad",Kerala,Thrissur,"Silver Line, Near Mother Scan & Diagnostics, Chavakkad- Kunnamkulam Road, Thrissur - 680506",315957,308000,1,157978.5,74.4,0.748490946,0.474074074,0.274416872
422,"Zudio - White Field Tower, Thrissur",Kerala,Thrissur,"White Field Tower, Punkunnam, Thrissur - 680001",315957,308000,1,157978.5,74.4,0.748490946,0.474074074,0.274416872
423,"Zudio - Arakkal Ventures, Thrissur",Kerala,Thrissur,"Arakkal Ventures, Kovilakathuram padam Road,, Thrissur - 680022",315957,308000,1,157978.5,74.4,0.748490946,0.474074074,0.274416872
424,"Zudio - East Fort, Thrissur",Kerala,Thrissur,"Thrissur East Fort, Opposite Unni Mishiha Church, Thrissur - 680005",315957,308000,1,157978.5,74.4,0.748490946,0.474074074,0.274416872
425,"ZUDIO - Trissur, Kerala",Kerala,Thrissur,"Emmay Projects India Pvt Ltd, NH 17, Thriprayar Signal Junction, Nattika PO, Thrissur - 680566",315957,308000,1,157978.5,74.4,0.748490946,0.474074074,0.274416872
426,"ZUDIO - Sobha City Mall, Thrissur",Kerala,Thrissur,"Shobha City, Puzhakkal Post Office, Thrissur - 680553",315957,308000,1,157978.5,74.4,0.748490946,0.474074074,0.274416872
427,"ZUDIO - PEARL PLAZA, VALAPAD",Kerala,Thrissur,"Ground and First Floor, Pearl Plaza, NH66, Opposite Pigeon Park Pet Store, Valapad, Thrissur - 680567",315957,308000,1,157978.5,74.4,0.748490946,0.474074074,0.274416872
428,"Zudio - APM Avenue, Tirur",Kerala,Tirur,"APM Avenue, Near Panchami School, Ponnani Raod, Thekkummuri, Tirur - 676105",56058,308000,1,28029,35,0.352112676,0.474074074,-0.121961398
429,"Zudio - Royal Gallery, Sultan Bathery",Kerala,Wayanad,"Royal Gallary, Dottappankulam,, Wayanad - 673592",817420,308000,1,408710,52.2,0.525150905,0.474074074,0.051076831
430,"Zudio - HS Mall, Ashok Nagar",Madhya Pradesh,Ashok Nagar,"574, Ashok Nagar-Esagrah Road, Officers Colony , Ashok Nagar - 473331",817420,115000,1,408710,52.2,0.525150905,0.2,0.325150905
431,"Zudio - Capital Mall, Bhopal",Madhya Pradesh,Bhopal,"Hoshangabad, Misrod, Bhopal - 462004",2371061,115000,1,1185530.5,36.8,0.370221328,0.2,0.170221328
432,"Zudio - Malviya Nagar, Bhopal",Madhya Pradesh,Bhopal,"New Market, Main RD, Malviya Nagar , Bhopal - 462003",2371061,115000,1,1185530.5,36.8,0.370221328,0.2,0.170221328
433,"Zudio - Malviya Nagar, Bhopal",Madhya Pradesh,Bhopal,"New Market, Main RD, Malviya Nagar, Bhopal - 462003",2371061,115000,1,1185530.5,36.8,0.370221328,0.2,0.170221328
434,"ZUDIO - Bhanpur, Bhopal",Madhya Pradesh,Bhopal,"Shop No. UG 28 to UG 38, Near New Karond Mandi, New Bhanpur R.O.B Bhopal, opposite Kamla Devi Public School, Karond, Bhopal - 462018",2371061,115000,1,1185530.5,36.8,0.370221328,0.2,0.170221328
435,"Zudio - Shantinath Tower, Chhindwara",Madhya Pradesh,Chhindwara,"Shantinath Tower, Beside Hotel Shantinath, Chhota Talab, Rautha Wada, Chhindwara - 480001",2090922,115000,1,1045461,53.4,0.53722334,0.2,0.33722334
436,"ZUDIO - Gomti Nagar, Dewas",Madhya Pradesh,Dewas,"Survey No.683/4 Dewas Junior, Near Croma, A. B. Road, Near Gomati Nagar, Dewas - 455001",1563715,115000,1,781857.5,29.2,0.293762575,0.2,0.093762575
437,"Zudio - Anshul Raradise, Guna",Madhya Pradesh,Guna,"Near Shree Radha International School, VIP Colony, Nana Khedi, Guna - 473001",1240938,115000,1,620469,63,0.633802817,0.2,0.433802817
438,"ZUDIO - Keshar towers, Gwalior",Madhya Pradesh,Gwalior,"Racecourse Road, Railway Colony, Gwalior - 474002",2032036,115000,1,1016018,21.8,0.219315895,0.2,0.019315895
439,"ZUDIO - MOTI MAHAL, GWALIOR",Madhya Pradesh,Gwalior,"6548+RJF, Near- The Belgian Waffle Co. , Phool Bagh, Lashkar , Gwalior - 474009",2032036,115000,1,1016018,21.8,0.219315895,0.2,0.019315895
440,"ZUDIO - CHETAKPURI, GWALIOR",Madhya Pradesh,Gwalior,"Near PNB ATM, Shriram Colony, Chetakpuri, Lashkar , Gwalior - 474009ÃÂ ",2032036,115000,1,1016018,21.8,0.219315895,0.2,0.019315895
441,"Zudio - Janak Ganj, Gwalior",Madhya Pradesh,Gwalior,"Ground+First Floor MG Building, Near Kastwar and Sons Dry Fruits, Janak Ganj Road, Jiyaji Chowk, Gwalior - 474001",2032036,115000,1,1016018,21.8,0.219315895,0.2,0.019315895
442,"Zudio ÃÂ¢ÃÂÃÂ Landmark by Satguru, Indore",Madhya Pradesh,Indore,"Plot No 25/C/CA, Shop No 94C, Ring Road, Chitra Nagar, Indore - 452010",3276697,115000,1,1638348.5,18.4,0.185110664,0.2,-0.014889336
443,"Zudio - SB Park, Indore",Madhya Pradesh,Indore,"SB Park, AB Road, Hukma khadi, Indore - 452012",3276697,115000,1,1638348.5,18.4,0.185110664,0.2,-0.014889336
444,"ZUDIO - Phoenix Citadel Mall, Indore",Madhya Pradesh,Indore,"Survey No. 248/1/1, Next to Mumbai Agra Bypass Village Khajrana, Indore - 452016",3276697,115000,1,1638348.5,18.4,0.185110664,0.2,-0.014889336
445,"ZUDIO - Old Palasiya, Indore",Madhya Pradesh,Indore,"High Street 22/23, AB Road , Old Palasiya , Opp. Industry House, Indore - 452001",3276697,115000,1,1638348.5,18.4,0.185110664,0.2,-0.014889336
446,"ZUDIO - Apollo High Street, Indore",Madhya Pradesh,Indore,"Near Scheme No.78, I-Bus Stop, A.B. Road, Khasra No. 303/2, 303/3(K), Opp. Shalimar Township, Niranjanpur, Indore - 452010",3276697,115000,1,1638348.5,18.4,0.185110664,0.2,-0.014889336
447,"Zudio - Adi Business Park, Indore",Madhya Pradesh,Indore,"ADI Business Park, 47/5, Ahilya Nagar, Chankyapuri Chauraha, Annapurna Road, Indore - 452009",3276697,115000,1,1638348.5,18.4,0.185110664,0.2,-0.014889336
448,"Zudio - Benchmark Building, Indore",Madhya Pradesh,Indore,"Benchmark Business Park, Block No. A3 PU 4 SCH No 54,Vijay Nagar, Indore - 452010",3276697,115000,1,1638348.5,18.4,0.185110664,0.2,-0.014889336
449,"Zudio - Malhar Mega Mall, Indore",Madhya Pradesh,Indore,"Ground floor, 299A PO, Scheme No.54, Vijay Nagar,, Indore - 452010",3276697,115000,1,1638348.5,18.4,0.185110664,0.2,-0.014889336
450,"Zudio - TI Mall, Indore",Madhya Pradesh,Indore,"11, Lower Ground, TI Mall, Mahatma Gandhi Road, South Tukoganj, Indore - 452001",3276697,115000,1,1638348.5,18.4,0.185110664,0.2,-0.014889336
451,"Zudio - Samdariya Mall, Jabalpur",Madhya Pradesh,Jabalpur,"1st Floor, Subhadra Kumari Chohan Ward Civic Centre, Malaviya Chowk, Jabalpur - 482001",2463289,115000,1,1231644.5,73.6,0.740442656,0.2,0.540442656
452,"ZUDIO - Murlidhar Business Park, Khandwa",Madhya Pradesh,Khandwa,"Mansingka Tiraha, Pandhana - Khandwa Main Rd, Padam Nagar, Khandwa - 450001",1310061,115000,1,655030.5,36.8,0.370221328,0.2,0.170221328
453,"Zudio - Khargone, Madhya Pradesh",Madhya Pradesh,Khargone,"Sanawad Road, Saraswati Nagar, Jaitapur, Khargone - 451001",1872413,115000,1,936206.5,48,0.482897384,0.2,0.282897384
